Timestamp;TravelTimeMs;LocalTimeStamp
09/09/2019 06:00;1361584;09/09/2019 08:00
09/09/2019 06:01;1410505;09/09/2019 08:01
09/09/2019 06:02;1444109;09/09/2019 08:02
09/09/2019 06:03;1467109;09/09/2019 08:03
09/09/2019 06:04;1523254;09/09/2019 08:04
09/09/2019 06:05;1509748;09/09/2019 08:05
09/09/2019 06:06;1477538;09/09/2019 08:06
09/09/2019 06:07;1612810;09/09/2019 08:07
09/09/2019 06:08;1670779;09/09/2019 08:08
09/09/2019 06:09;1678698;09/09/2019 08:09
09/09/2019 06:10;1578882;09/09/2019 08:10
09/09/2019 06:11;1489730;09/09/2019 08:11
09/09/2019 06:12;1436862;09/09/2019 08:12
09/09/2019 06:13;1430043;09/09/2019 08:13
09/09/2019 06:14;1409201;09/09/2019 08:14
09/09/2019 06:15;1476742;09/09/2019 08:15
09/09/2019 06:16;1475026;09/09/2019 08:16
09/09/2019 06:17;1452273;09/09/2019 08:17
09/09/2019 06:18;1319846;09/09/2019 08:18
09/09/2019 06:19;1333130;09/09/2019 08:19
09/09/2019 06:20;1294577;09/09/2019 08:20
09/09/2019 06:21;1316724;09/09/2019 08:21
09/09/2019 06:22;1254093;09/09/2019 08:22
09/09/2019 06:23;1270532;09/09/2019 08:23
09/09/2019 06:24;1260272;09/09/2019 08:24
09/09/2019 06:25;1288088;09/09/2019 08:25
09/09/2019 06:26;1203616;09/09/2019 08:26
09/09/2019 06:27;1138324;09/09/2019 08:27
09/09/2019 06:28;1132715;09/09/2019 08:28
09/09/2019 06:29;1284570;09/09/2019 08:29
09/09/2019 06:30;1282786;09/09/2019 08:30
09/09/2019 06:31;1314275;09/09/2019 08:31
09/09/2019 06:32;1363582;09/09/2019 08:32
09/09/2019 06:33;1392649;09/09/2019 08:33
09/09/2019 06:34;1403145;09/09/2019 08:34
09/09/2019 06:35;1461021;09/09/2019 08:35
09/09/2019 06:36;1436649;09/09/2019 08:36
09/09/2019 06:37;1466291;09/09/2019 08:37
09/09/2019 06:38;1416328;09/09/2019 08:38
09/09/2019 06:39;1385739;09/09/2019 08:39
09/09/2019 06:40;1410531;09/09/2019 08:40
09/09/2019 06:41;1483591;09/09/2019 08:41
09/09/2019 06:42;1492182;09/09/2019 08:42
09/09/2019 06:43;1335109;09/09/2019 08:43
09/09/2019 06:44;1246448;09/09/2019 08:44
09/09/2019 06:45;1343088;09/09/2019 08:45
09/09/2019 06:46;1263877;09/09/2019 08:46
09/09/2019 06:47;1273110;09/09/2019 08:47
09/09/2019 06:48;1238332;09/09/2019 08:48
09/09/2019 06:49;1272592;09/09/2019 08:49
09/09/2019 06:50;1182114;09/09/2019 08:50
09/09/2019 06:51;1132526;09/09/2019 08:51
09/09/2019 06:52;1131946;09/09/2019 08:52
09/09/2019 06:53;1141934;09/09/2019 08:53
09/09/2019 06:54;1117720;09/09/2019 08:54
09/09/2019 06:55;1092207;09/09/2019 08:55
09/09/2019 06:56;1056589;09/09/2019 08:56
09/09/2019 06:57;1083491;09/09/2019 08:57
09/09/2019 06:58;1034709;09/09/2019 08:58
09/09/2019 06:59;1046958;09/09/2019 08:59
09/09/2019 07:00;1057365;09/09/2019 09:00
